Cell_Line,COMPOUND_A,COMPOUND_B,SYNERGY_SCORE,Tissue
T24,CIDs72793174,CIDs11375205,-20.6,excretory system
T24,CIDs10368812,CIDs11375205,-0.97,excretory system
T24,CIDs51039095,CIDs11375205,-1.51,excretory system
T24,CIDs00005311,CIDs11375205,6.47,excretory system
T24,CIDs11955716,CIDs11375205,0.812,excretory system
T24,CIDs49800198,CIDs11375205,-18.6,excretory system
T24,CIDs10127622,CIDs11375205,53.4,excretory system
T24,CIDs23725625,CIDs11375205,3.88,excretory system
T24,CIDs58423153,CIDs11375205,-28.5,excretory system
T24,CIDs10302451,CIDs11375205,21.5,excretory system
T24,CIDs00005515,CIDs11375205,-5.46,excretory system
T24,CIDs15953870,CIDs51039095,-22.9,excretory system
T24,CIDs46244453,CIDs51039095,-19.3,excretory system
T24,CIDs72793174,CIDs51039095,7.7,excretory system
T24,CIDs10368812,CIDs51039095,0.852,excretory system
T24,CIDs00005311,CIDs51039095,-49.8,excretory system
T24,CIDs49800198,CIDs51039095,-35.4,excretory system
T24,CIDs23725625,CIDs51039095,-20.6,excretory system
T24,CIDs58423153,CIDs51039095,-8.85,excretory system
T24,CIDs00005515,CIDs51039095,-34.7,excretory system
T24,CIDs15953870,CIDs00005311,0.10300000000000001,excretory system
T24,CIDs46244453,CIDs00005311,-33.4,excretory system
T24,CIDs23725625,CIDs00005311,-16.1,excretory system
T24,CIDs15953870,CIDs11955716,9.45,excretory system
T24,CIDs46244453,CIDs11955716,-49.0,excretory system
T24,CIDs00005311,CIDs11955716,-29.6,excretory system
T24,CIDs23725625,CIDs11955716,7.54,excretory system
T24,CIDs72793174,CIDs49800198,-3.89,excretory system
T24,CIDs11955716,CIDs49800198,-16.4,excretory system
T24,CIDs10127622,CIDs49800198,-32.0,excretory system
T24,CIDs58423153,CIDs49800198,2.18,excretory system
T24,CIDs00005515,CIDs49800198,116.0,excretory system
T24,CIDs15953870,CIDs10127622,26.1,excretory system
T24,CIDs46244453,CIDs10127622,-12.3,excretory system
T24,CIDs72793174,CIDs10127622,-11.0,excretory system
T24,CIDs00005311,CIDs10127622,-7.5,excretory system
T24,CIDs11955716,CIDs10127622,29.9,excretory system
T24,CIDs23725625,CIDs10127622,16.4,excretory system
T24,CIDs58423153,CIDs10127622,5.01,excretory system
T24,CIDs15953870,CIDs25262792,4.39,excretory system
T24,CIDs46244453,CIDs25262792,-12.0,excretory system
T24,CIDs72793174,CIDs25262792,-11.6,excretory system
T24,CIDs10368812,CIDs25262792,1.85,excretory system
T24,CIDs00005311,CIDs25262792,3.96,excretory system
T24,CIDs11955716,CIDs25262792,-24.5,excretory system
T24,CIDs49800198,CIDs25262792,5.22,excretory system
T24,CIDs10127622,CIDs25262792,30.9,excretory system
T24,CIDs23725625,CIDs25262792,-2.99,excretory system
T24,CIDs54751698,CIDs25262792,-4.18,excretory system
T24,CIDs58423153,CIDs25262792,32.5,excretory system
T24,CIDs10302451,CIDs25262792,-8.64,excretory system
T24,CIDs00005515,CIDs25262792,37.3,excretory system
T24,CIDs15953870,CIDs17755052,13.0,excretory system
T24,CIDs46244453,CIDs17755052,-19.2,excretory system
T24,CIDs72793174,CIDs17755052,11.1,excretory system
T24,CIDs10368812,CIDs17755052,2.2,excretory system
T24,CIDs11375205,CIDs17755052,10.6,excretory system
T24,CIDs51039095,CIDs17755052,-24.6,excretory system
T24,CIDs00005311,CIDs17755052,18.4,excretory system
T24,CIDs11955716,CIDs17755052,-13.3,excretory system
T24,CIDs49800198,CIDs17755052,43.4,excretory system
T24,CIDs10127622,CIDs17755052,70.5,excretory system
T24,CIDs23725625,CIDs17755052,-20.9,excretory system
T24,CIDs58423153,CIDs17755052,3.58,excretory system
T24,CIDs10302451,CIDs17755052,38.8,excretory system
T24,CIDs00005515,CIDs17755052,31.9,excretory system
T24,CIDs15953870,CIDs54751698,26.9,excretory system
T24,CIDs46244453,CIDs54751698,8.62,excretory system
T24,CIDs72793174,CIDs54751698,-6.09,excretory system
T24,CIDs10368812,CIDs54751698,1.94,excretory system
T24,CIDs11375205,CIDs54751698,6.89,excretory system
T24,CIDs00005311,CIDs54751698,32.0,excretory system
T24,CIDs11955716,CIDs54751698,-3.29,excretory system
T24,CIDs49800198,CIDs54751698,9.04,excretory system
T24,CIDs10127622,CIDs54751698,94.8,excretory system
T24,CIDs23725625,CIDs54751698,0.27699999999999997,excretory system
T24,CIDs17755052,CIDs54751698,16.9,excretory system
T24,CIDs58423153,CIDs54751698,8.25,excretory system
T24,CIDs10302451,CIDs54751698,61.6,excretory system
T24,CIDs15953870,CIDs58423153,-8.4,excretory system
T24,CIDs46244453,CIDs58423153,-30.3,excretory system
T24,CIDs72793174,CIDs58423153,7.97,excretory system
T24,CIDs00005311,CIDs58423153,-17.4,excretory system
T24,CIDs11955716,CIDs58423153,9.7,excretory system
T24,CIDs23725625,CIDs58423153,-4.74,excretory system
T24,CIDs15953870,CIDs10302451,3.76,excretory system
T24,CIDs46244453,CIDs10302451,-0.469,excretory system
T24,CIDs72793174,CIDs10302451,-8.66,excretory system
T24,CIDs10368812,CIDs10302451,-0.203,excretory system
T24,CIDs51039095,CIDs10302451,-1.43,excretory system
T24,CIDs00005311,CIDs10302451,-7.02,excretory system
T24,CIDs11955716,CIDs10302451,-14.1,excretory system
T24,CIDs49800198,CIDs10302451,80.2,excretory system
T24,CIDs10127622,CIDs10302451,63.5,excretory system
T24,CIDs23725625,CIDs10302451,-0.491,excretory system
T24,CIDs58423153,CIDs10302451,-23.2,excretory system
T47D,CIDs24964624,CIDs25227436,-2.05,breast
T47D,CIDs00148177,CIDs25227436,-0.745,breast
T47D,CIDs00001805,CIDs25227436,2.72,breast
T47D,CIDs46930996,CIDs25227436,-14.2,breast
T47D,CIDs10126189,CIDs25227436,-6.51,breast
T47D,CIDs11717001,CIDs25227436,-14.8,breast
T47D,CIDs11656518,CIDs25227436,-22.5,breast
T47D,CIDs25194865,CIDs25227436,-17.7,breast
T47D,CIDs00002719,CIDs25227436,10.7,breast
T47D,CIDs00104741,CIDs25227436,1.49,breast
T47D,CIDs00148195,CIDs25227436,15.8,breast
T47D,CIDs00004261,CIDs25227436,-8.3,breast
T47D,CIDs00005311,CIDs25227436,23.0,breast
T47D,CIDs11955716,CIDs25227436,-1.57,breast
T47D,CIDs11707110,CIDs25227436,72.7,breast
T47D,CIDs16719221,CIDs25227436,31.5,breast
T47D,CIDs17754438,CIDs25227436,7.97,breast
T47D,CIDs11494412,CIDs25227436,-15.7,breast
T47D,CIDs00148191,CIDs25227436,8.33,breast
T47D,CIDs06442177,CIDs25227436,-7.03,breast
T47D,CIDs45375953,CIDs25227436,11.0,breast
T47D,CIDs11520894,CIDs25227436,-27.7,breast
T47D,CIDs16720766,CIDs25227436,-24.3,breast
T47D,CIDs11625818,CIDs25227436,-25.1,breast
T47D,CIDs25033539,CIDs25227436,-11.0,breast
T47D,CIDs49867926,CIDs25227436,24.5,breast
T47D,CIDs00176166,CIDs25227436,-29.5,breast
T47D,CIDs00093860,CIDs25227436,4.18,breast
T47D,CIDs11556711,CIDs25227436,3.31,breast
T47D,CIDs11167602,CIDs25227436,-11.2,breast
T47D,CIDs24856436,CIDs25227436,-0.815,breast
T47D,CIDs49867930,CIDs25227436,20.0,breast
T47D,CIDs25227436,CIDs49846579,-13.2,breast
T47D,CIDs24964624,CIDs49846579,1.23,breast
T47D,CIDs25262792,CIDs49846579,13.4,breast
T47D,CIDs17755052,CIDs49846579,-21.4,breast
T47D,CIDs25227436,CIDs46836568,21.5,breast
T47D,CIDs24964624,CIDs46836568,-2.34,breast
T47D,CIDs25262792,CIDs46836568,2.61,breast
T47D,CIDs17755052,CIDs46836568,-7.32,breast
T47D,CIDs10127622,CIDs70685869,15.2,breast
T47D,CIDs11707110,CIDs70685869,28.5,breast
T47D,CIDs24964624,CIDs11152667,-15.2,breast
T47D,CIDs24978538,CIDs11152667,-28.9,breast
T47D,CIDs10126189,CIDs11152667,19.4,breast
T47D,CIDs11717001,CIDs11152667,-20.9,breast
T47D,CIDs25194865,CIDs11152667,-6.4,breast
T47D,CIDs00002719,CIDs11152667,-52.9,breast
T47D,CIDs11955716,CIDs11152667,-17.6,breast
T47D,CIDs11707110,CIDs11152667,-11.2,breast
T47D,CIDs17754438,CIDs11152667,-20.3,breast
T47D,CIDs00148191,CIDs11152667,-29.8,breast
T47D,CIDs11520894,CIDs11152667,-36.8,breast
T47D,CIDs16720766,CIDs11152667,-15.1,breast
T47D,CIDs00093860,CIDs11152667,4.99,breast
T47D,CIDs11167602,CIDs11152667,-37.0,breast
T47D,CIDs49867930,CIDs11152667,-27.8,breast
T47D,CIDs25227436,CIDs00002719,7.57,breast
T47D,CIDs24964624,CIDs00002719,-46.7,breast
T47D,CIDs25262792,CIDs00002719,2.09,breast
T47D,CIDs17755052,CIDs00002719,-14.8,breast
T47D,CIDs25227436,CIDs56946894,45.0,breast
T47D,CIDs25262792,CIDs56946894,20.0,breast
T47D,CIDs17755052,CIDs56946894,11.5,breast
T47D,CIDs25227436,CIDs00123631,5.03,breast
T47D,CIDs00001805,CIDs00123631,3.15,breast
T47D,CIDs46930996,CIDs00123631,9.0,breast
T47D,CIDs24978538,CIDs00123631,10.6,breast
T47D,CIDs10126189,CIDs00123631,15.0,breast
T47D,CIDs11717001,CIDs00123631,-3.65,breast
T47D,CIDs11656518,CIDs00123631,19.4,breast
T47D,CIDs25194865,CIDs00123631,11.7,breast
T47D,CIDs00002719,CIDs00123631,-20.1,breast
T47D,CIDs00104741,CIDs00123631,-23.0,breast
T47D,CIDs00148195,CIDs00123631,27.2,breast
T47D,CIDs00004261,CIDs00123631,-2.66,breast
T47D,CIDs11955716,CIDs00123631,-17.5,breast
T47D,CIDs11707110,CIDs00123631,20.1,breast
T47D,CIDs16719221,CIDs00123631,16.6,breast
T47D,CIDs17754438,CIDs00123631,9.41,breast
T47D,CIDs11494412,CIDs00123631,7.47,breast
T47D,CIDs11597571,CIDs00123631,38.4,breast
T47D,CIDs25262792,CIDs00123631,13.1,breast
T47D,CIDs00148191,CIDs00123631,7.66,breast
T47D,CIDs06442177,CIDs00123631,17.3,breast
T47D,CIDs45375953,CIDs00123631,2.39,breast
T47D,CIDs11520894,CIDs00123631,0.263,breast
T47D,CIDs16720766,CIDs00123631,10.7,breast
T47D,CIDs11625818,CIDs00123631,11.4,breast
T47D,CIDs17755052,CIDs00123631,13.1,breast
T47D,CIDs25033539,CIDs00123631,31.2,breast
T47D,CIDs49867926,CIDs00123631,25.7,breast
T47D,CIDs00176166,CIDs00123631,1.7,breast
T47D,CIDs00093860,CIDs00123631,-0.5329999999999999,breast
T47D,CIDs11556711,CIDs00123631,-3.48,breast
T47D,CIDs11167602,CIDs00123631,22.4,breast
T47D,CIDs24856436,CIDs00123631,-20.8,breast
T47D,CIDs49867930,CIDs00123631,-15.8,breast
T47D,CIDs25227436,CIDs11375205,35.4,breast
T47D,CIDs00148177,CIDs11375205,-11.9,breast
T47D,CIDs00001805,CIDs11375205,-37.2,breast
T47D,CIDs46930996,CIDs11375205,-11.2,breast
T47D,CIDs10126189,CIDs11375205,14.0,breast
T47D,CIDs11717001,CIDs11375205,-24.6,breast
T47D,CIDs11656518,CIDs11375205,5.58,breast
T47D,CIDs25194865,CIDs11375205,5.35,breast
T47D,CIDs00002719,CIDs11375205,-11.3,breast
T47D,CIDs00104741,CIDs11375205,22.3,breast
T47D,CIDs00148195,CIDs11375205,10.5,breast
T47D,CIDs00004261,CIDs11375205,6.28,breast
T47D,CIDs00005311,CIDs11375205,11.1,breast
T47D,CIDs11955716,CIDs11375205,-3.9,breast
T47D,CIDs11707110,CIDs11375205,7.2,breast
T47D,CIDs16719221,CIDs11375205,15.5,breast
T47D,CIDs17754438,CIDs11375205,10.3,breast
T47D,CIDs11494412,CIDs11375205,26.5,breast
T47D,CIDs11597571,CIDs11375205,3.5,breast
T47D,CIDs25262792,CIDs11375205,36.4,breast
T47D,CIDs00148191,CIDs11375205,5.03,breast
T47D,CIDs06442177,CIDs11375205,17.8,breast
T47D,CIDs45375953,CIDs11375205,-15.1,breast
T47D,CIDs11520894,CIDs11375205,8.26,breast
T47D,CIDs16720766,CIDs11375205,-41.1,breast
T47D,CIDs11625818,CIDs11375205,9.93,breast
T47D,CIDs17755052,CIDs11375205,32.7,breast
T47D,CIDs25033539,CIDs11375205,11.7,breast
T47D,CIDs49867926,CIDs11375205,-42.7,breast
T47D,CIDs00176166,CIDs11375205,-24.1,breast
T47D,CIDs00093860,CIDs11375205,2.52,breast
T47D,CIDs11556711,CIDs11375205,13.4,breast
T47D,CIDs11167602,CIDs11375205,-4.69,breast
T47D,CIDs24856436,CIDs11375205,25.5,breast
T47D,CIDs49867930,CIDs11375205,-4.02,breast
T47D,CIDs25227436,CIDs00104741,16.6,breast
T47D,CIDs24964624,CIDs00104741,50.9,breast
T47D,CIDs25262792,CIDs00104741,23.3,breast
T47D,CIDs17755052,CIDs00104741,75.4,breast
T47D,CIDs25227436,CIDs00005376,36.9,breast
T47D,CIDs24964624,CIDs00005376,62.7,breast
T47D,CIDs25262792,CIDs00005376,4.16,breast
T47D,CIDs17755052,CIDs00005376,27.5,breast
T47D,CIDs00001805,CIDs51039095,12.1,breast
T47D,CIDs46930996,CIDs51039095,-25.7,breast
T47D,CIDs24978538,CIDs51039095,-4.43,breast
T47D,CIDs10126189,CIDs51039095,-13.4,breast
T47D,CIDs11656518,CIDs51039095,-29.7,breast
T47D,CIDs25194865,CIDs51039095,35.2,breast
T47D,CIDs00002719,CIDs51039095,0.825,breast
T47D,CIDs00104741,CIDs51039095,-7.21,breast
T47D,CIDs00148195,CIDs51039095,-17.6,breast
T47D,CIDs00004261,CIDs51039095,7.31,breast
T47D,CIDs00005311,CIDs51039095,-15.1,breast
T47D,CIDs11955716,CIDs51039095,-9.39,breast
T47D,CIDs11707110,CIDs51039095,22.2,breast
T47D,CIDs16719221,CIDs51039095,-0.12300000000000001,breast
T47D,CIDs17754438,CIDs51039095,-30.0,breast
T47D,CIDs11494412,CIDs51039095,4.72,breast
T47D,CIDs11597571,CIDs51039095,-8.22,breast
T47D,CIDs00148191,CIDs51039095,-24.0,breast
T47D,CIDs06442177,CIDs51039095,-27.7,breast
T47D,CIDs45375953,CIDs51039095,-10.3,breast
T47D,CIDs11520894,CIDs51039095,-37.5,breast
T47D,CIDs16720766,CIDs51039095,-6.22,breast
T47D,CIDs11625818,CIDs51039095,8.43,breast
T47D,CIDs25033539,CIDs51039095,-5.22,breast
T47D,CIDs00176166,CIDs51039095,13.8,breast
T47D,CIDs00093860,CIDs51039095,-4.16,breast
T47D,CIDs11556711,CIDs51039095,-5.24,breast
T47D,CIDs11167602,CIDs51039095,-17.2,breast
T47D,CIDs49867930,CIDs51039095,11.6,breast
T47D,CIDs25227436,CIDs49800198,11.3,breast
T47D,CIDs46836568,CIDs49800198,37.4,breast
T47D,CIDs49846579,CIDs49800198,23.2,breast
T47D,CIDs24964624,CIDs16659841,-0.34299999999999997,breast
T47D,CIDs00148177,CIDs16659841,22.8,breast
T47D,CIDs00001805,CIDs16659841,7.37,breast
T47D,CIDs46930996,CIDs16659841,-3.72,breast
T47D,CIDs24978538,CIDs16659841,-18.4,breast
T47D,CIDs10126189,CIDs16659841,-1.13,breast
T47D,CIDs11717001,CIDs16659841,-15.3,breast
T47D,CIDs11656518,CIDs16659841,17.9,breast
T47D,CIDs25194865,CIDs16659841,2.83,breast
T47D,CIDs00104741,CIDs16659841,0.0916,breast
T47D,CIDs00148195,CIDs16659841,0.499,breast
T47D,CIDs11955716,CIDs16659841,12.7,breast
T47D,CIDs11707110,CIDs16659841,21.8,breast
T47D,CIDs16719221,CIDs16659841,29.3,breast
T47D,CIDs17754438,CIDs16659841,-5.87,breast
T47D,CIDs11494412,CIDs16659841,-5.93,breast
T47D,CIDs11597571,CIDs16659841,-47.1,breast
T47D,CIDs00148191,CIDs16659841,2.52,breast
T47D,CIDs06442177,CIDs16659841,5.59,breast
T47D,CIDs45375953,CIDs16659841,-5.6,breast
T47D,CIDs11520894,CIDs16659841,-5.18,breast
T47D,CIDs16720766,CIDs16659841,-2.09,breast
T47D,CIDs25033539,CIDs16659841,20.4,breast
T47D,CIDs49867926,CIDs16659841,23.0,breast
T47D,CIDs00093860,CIDs16659841,-8.27,breast
T47D,CIDs11556711,CIDs16659841,-6.05,breast
T47D,CIDs11167602,CIDs16659841,6.61,breast
T47D,CIDs24856436,CIDs16659841,-8.33,breast
T47D,CIDs49867930,CIDs16659841,7.04,breast
T47D,CIDs00148177,CIDs10127622,35.6,breast
T47D,CIDs00001805,CIDs10127622,14.7,breast
T47D,CIDs46930996,CIDs10127622,-6.56,breast
T47D,CIDs24978538,CIDs10127622,4.33,breast
T47D,CIDs10126189,CIDs10127622,10.4,breast
T47D,CIDs11656518,CIDs10127622,25.2,breast
T47D,CIDs25194865,CIDs10127622,45.5,breast
T47D,CIDs00002719,CIDs10127622,-25.1,breast
T47D,CIDs00104741,CIDs10127622,13.3,breast
T47D,CIDs00148195,CIDs10127622,29.4,breast
T47D,CIDs00004261,CIDs10127622,-4.04,breast
T47D,CIDs00005311,CIDs10127622,17.6,breast
T47D,CIDs11955716,CIDs10127622,-6.58,breast
T47D,CIDs11707110,CIDs10127622,-40.3,breast
T47D,CIDs16719221,CIDs10127622,15.4,breast
T47D,CIDs17754438,CIDs10127622,-3.45,breast
T47D,CIDs11494412,CIDs10127622,28.0,breast
T47D,CIDs11597571,CIDs10127622,30.8,breast
T47D,CIDs25262792,CIDs10127622,35.5,breast
T47D,CIDs00148191,CIDs10127622,45.1,breast
T47D,CIDs06442177,CIDs10127622,45.2,breast
T47D,CIDs45375953,CIDs10127622,45.6,breast
T47D,CIDs11520894,CIDs10127622,38.8,breast
T47D,CIDs16720766,CIDs10127622,0.706,breast
T47D,CIDs11625818,CIDs10127622,28.7,breast
T47D,CIDs17755052,CIDs10127622,28.3,breast
T47D,CIDs25033539,CIDs10127622,50.3,breast
T47D,CIDs00176166,CIDs10127622,26.3,breast
T47D,CIDs00093860,CIDs10127622,0.97,breast
T47D,CIDs11556711,CIDs10127622,1.78,breast
T47D,CIDs11167602,CIDs10127622,-15.3,breast
T47D,CIDs49867930,CIDs10127622,-25.0,breast
T47D,CIDs25262792,CIDs11707110,32.4,breast
T47D,CIDs17755052,CIDs11707110,16.9,breast
T47D,CIDs25227436,CIDs25262792,14.0,breast
T47D,CIDs00148177,CIDs25262792,-25.8,breast
T47D,CIDs46930996,CIDs25262792,19.3,breast
T47D,CIDs10126189,CIDs25262792,2.51,breast
T47D,CIDs11717001,CIDs25262792,-14.6,breast
T47D,CIDs25194865,CIDs25262792,-39.0,breast
T47D,CIDs00002719,CIDs25262792,5.44,breast
T47D,CIDs00104741,CIDs25262792,-5.96,breast
T47D,CIDs00148195,CIDs25262792,12.5,breast
T47D,CIDs00004261,CIDs25262792,-29.9,breast
T47D,CIDs00005311,CIDs25262792,-13.6,breast
T47D,CIDs11955716,CIDs25262792,-3.54,breast
T47D,CIDs11707110,CIDs25262792,83.9,breast
T47D,CIDs16719221,CIDs25262792,31.7,breast
T47D,CIDs17754438,CIDs25262792,-11.6,breast
T47D,CIDs11494412,CIDs25262792,-18.6,breast
T47D,CIDs11597571,CIDs25262792,-35.5,breast
T47D,CIDs00148191,CIDs25262792,-75.8,breast
T47D,CIDs06442177,CIDs25262792,-71.4,breast
T47D,CIDs45375953,CIDs25262792,-3.6,breast
T47D,CIDs11520894,CIDs25262792,-92.0,breast
T47D,CIDs16720766,CIDs25262792,8.04,breast
T47D,CIDs11625818,CIDs25262792,-5.67,breast
T47D,CIDs17755052,CIDs25262792,18.1,breast
T47D,CIDs25033539,CIDs25262792,-16.8,breast
T47D,CIDs49867926,CIDs25262792,-0.46799999999999997,breast
T47D,CIDs00093860,CIDs25262792,-0.7490000000000001,breast
T47D,CIDs11556711,CIDs25262792,11.9,breast
T47D,CIDs11167602,CIDs25262792,-29.2,breast
T47D,CIDs24856436,CIDs25262792,-43.3,breast
T47D,CIDs49867930,CIDs25262792,39.4,breast
T47D,CIDs25227436,CIDs06442177,48.7,breast
T47D,CIDs25262792,CIDs06442177,72.6,breast
T47D,CIDs24964624,CIDs23725625,-6.54,breast
T47D,CIDs00148177,CIDs23725625,18.8,breast
T47D,CIDs00001805,CIDs23725625,37.1,breast
T47D,CIDs10126189,CIDs23725625,-13.7,breast
T47D,CIDs11717001,CIDs23725625,8.53,breast
T47D,CIDs25194865,CIDs23725625,18.5,breast
T47D,CIDs00104741,CIDs23725625,-7.38,breast
T47D,CIDs00148195,CIDs23725625,-14.4,breast
T47D,CIDs11955716,CIDs23725625,11.1,breast
T47D,CIDs11707110,CIDs23725625,-2.7,breast
T47D,CIDs16719221,CIDs23725625,24.2,breast
T47D,CIDs17754438,CIDs23725625,-43.0,breast
T47D,CIDs11494412,CIDs23725625,16.3,breast
T47D,CIDs00148191,CIDs23725625,-1.81,breast
T47D,CIDs06442177,CIDs23725625,2.72,breast
T47D,CIDs45375953,CIDs23725625,1.99,breast
T47D,CIDs11520894,CIDs23725625,-4.86,breast
T47D,CIDs11625818,CIDs23725625,23.1,breast
T47D,CIDs25033539,CIDs23725625,-0.551,breast
T47D,CIDs49867926,CIDs23725625,-40.7,breast
T47D,CIDs00176166,CIDs23725625,11.2,breast
T47D,CIDs00093860,CIDs23725625,-6.49,breast
T47D,CIDs11556711,CIDs23725625,-11.3,breast
T47D,CIDs11167602,CIDs23725625,-11.7,breast
T47D,CIDs24856436,CIDs23725625,-10.4,breast
T47D,CIDs49867930,CIDs23725625,2.59,breast
T47D,CIDs25227436,CIDs17755052,-0.789,breast
T47D,CIDs24964624,CIDs17755052,13.4,breast
TCCSUP,CIDs15953870,CIDs25227436,19.9,excretory system
TCCSUP,CIDs46244453,CIDs25227436,-9.94,excretory system
TCCSUP,CIDs10368812,CIDs25227436,-3.51,excretory system
TCCSUP,CIDs11375205,CIDs25227436,47.0,excretory system
TCCSUP,CIDs51039095,CIDs25227436,74.2,excretory system
TCCSUP,CIDs00005311,CIDs25227436,-16.7,excretory system
TCCSUP,CIDs11955716,CIDs25227436,41.5,excretory system
TCCSUP,CIDs49800198,CIDs25227436,20.6,excretory system
TCCSUP,CIDs25262792,CIDs25227436,23.5,excretory system
TCCSUP,CIDs23725625,CIDs25227436,21.7,excretory system
TCCSUP,CIDs17755052,CIDs25227436,22.8,excretory system
TCCSUP,CIDs54751698,CIDs25227436,-18.9,excretory system
TCCSUP,CIDs58423153,CIDs25227436,101.0,excretory system
TCCSUP,CIDs10302451,CIDs25227436,39.0,excretory system
TCCSUP,CIDs00005515,CIDs25227436,74.8,excretory system
TCCSUP,CIDs46244453,CIDs15953870,21.5,excretory system
TCCSUP,CIDs23725625,CIDs15953870,46.5,excretory system
TCCSUP,CIDs23725625,CIDs46244453,-36.0,excretory system
TCCSUP,CIDs15953870,CIDs72793174,0.622,excretory system
TCCSUP,CIDs46244453,CIDs72793174,12.5,excretory system
TCCSUP,CIDs00005311,CIDs72793174,6.19,excretory system
TCCSUP,CIDs11955716,CIDs72793174,-9.22,excretory system
TCCSUP,CIDs23725625,CIDs72793174,-2.48,excretory system
TCCSUP,CIDs00005515,CIDs72793174,-25.8,excretory system
TCCSUP,CIDs25227436,CIDs11152667,-13.7,excretory system
TCCSUP,CIDs15953870,CIDs11152667,8.38,excretory system
TCCSUP,CIDs46244453,CIDs11152667,56.1,excretory system
TCCSUP,CIDs72793174,CIDs11152667,-9.36,excretory system
TCCSUP,CIDs11375205,CIDs11152667,-5.72,excretory system
TCCSUP,CIDs51039095,CIDs11152667,26.3,excretory system
TCCSUP,CIDs00005311,CIDs11152667,-11.2,excretory system
TCCSUP,CIDs11955716,CIDs11152667,2.66,excretory system
TCCSUP,CIDs49800198,CIDs11152667,-9.26,excretory system
TCCSUP,CIDs10127622,CIDs11152667,-7.2,excretory system
TCCSUP,CIDs25262792,CIDs11152667,-10.9,excretory system
TCCSUP,CIDs23725625,CIDs11152667,10.4,excretory system
TCCSUP,CIDs17755052,CIDs11152667,-28.8,excretory system
TCCSUP,CIDs54751698,CIDs11152667,-0.883,excretory system
TCCSUP,CIDs58423153,CIDs11152667,-42.3,excretory system
TCCSUP,CIDs10302451,CIDs11152667,20.6,excretory system
TCCSUP,CIDs15953870,CIDs10368812,-10.2,excretory system
TCCSUP,CIDs46244453,CIDs10368812,-18.6,excretory system
TCCSUP,CIDs00005311,CIDs10368812,-5.12,excretory system
TCCSUP,CIDs11955716,CIDs10368812,-24.8,excretory system
TCCSUP,CIDs49800198,CIDs10368812,20.7,excretory system
TCCSUP,CIDs23725625,CIDs10368812,-13.3,excretory system
TCCSUP,CIDs58423153,CIDs10368812,2.63,excretory system
TCCSUP,CIDs15953870,CIDs11375205,24.4,excretory system
TCCSUP,CIDs46244453,CIDs11375205,-2.71,excretory system
TCCSUP,CIDs72793174,CIDs11375205,1.84,excretory system
TCCSUP,CIDs10368812,CIDs11375205,1.11,excretory system
TCCSUP,CIDs51039095,CIDs11375205,61.2,excretory system
TCCSUP,CIDs00005311,CIDs11375205,22.5,excretory system
TCCSUP,CIDs11955716,CIDs11375205,-3.52,excretory system
TCCSUP,CIDs49800198,CIDs11375205,21.9,excretory system
TCCSUP,CIDs10127622,CIDs11375205,5.53,excretory system
TCCSUP,CIDs23725625,CIDs11375205,9.19,excretory system
TCCSUP,CIDs58423153,CIDs11375205,31.4,excretory system
TCCSUP,CIDs10302451,CIDs11375205,8.43,excretory system
TCCSUP,CIDs00005515,CIDs11375205,25.7,excretory system
TCCSUP,CIDs15953870,CIDs51039095,19.3,excretory system
TCCSUP,CIDs46244453,CIDs51039095,35.9,excretory system
TCCSUP,CIDs72793174,CIDs51039095,55.9,excretory system
TCCSUP,CIDs10368812,CIDs51039095,2.51,excretory system
TCCSUP,CIDs00005311,CIDs51039095,22.3,excretory system
TCCSUP,CIDs11955716,CIDs51039095,17.0,excretory system
TCCSUP,CIDs49800198,CIDs51039095,92.2,excretory system
TCCSUP,CIDs23725625,CIDs51039095,15.3,excretory system
TCCSUP,CIDs58423153,CIDs51039095,33.7,excretory system
TCCSUP,CIDs00005515,CIDs51039095,45.0,excretory system
TCCSUP,CIDs15953870,CIDs00005311,8.38,excretory system
TCCSUP,CIDs46244453,CIDs00005311,9.2,excretory system
TCCSUP,CIDs23725625,CIDs00005311,26.0,excretory system
TCCSUP,CIDs15953870,CIDs11955716,5.5,excretory system
TCCSUP,CIDs46244453,CIDs11955716,14.7,excretory system
TCCSUP,CIDs00005311,CIDs11955716,-5.69,excretory system
TCCSUP,CIDs23725625,CIDs11955716,47.3,excretory system
TCCSUP,CIDs46244453,CIDs49800198,32.5,excretory system
TCCSUP,CIDs72793174,CIDs49800198,-42.8,excretory system
TCCSUP,CIDs00005311,CIDs49800198,2.11,excretory system
TCCSUP,CIDs11955716,CIDs49800198,54.4,excretory system
TCCSUP,CIDs10127622,CIDs49800198,83.9,excretory system
TCCSUP,CIDs23725625,CIDs49800198,65.0,excretory system
TCCSUP,CIDs58423153,CIDs49800198,17.6,excretory system
TCCSUP,CIDs00005515,CIDs49800198,49.1,excretory system
TCCSUP,CIDs15953870,CIDs10127622,5.98,excretory system
TCCSUP,CIDs46244453,CIDs10127622,0.508,excretory system
TCCSUP,CIDs72793174,CIDs10127622,-9.47,excretory system
TCCSUP,CIDs00005311,CIDs10127622,24.4,excretory system
TCCSUP,CIDs11955716,CIDs10127622,16.3,excretory system
TCCSUP,CIDs23725625,CIDs10127622,32.2,excretory system
TCCSUP,CIDs58423153,CIDs10127622,36.9,excretory system
TCCSUP,CIDs15953870,CIDs25262792,3.61,excretory system
